Data S1. List of Border Protected Areas,,
WDPAID,NAME,ISO3
555517717,Vlrsk průsmyk,CZE
555517727,Hněvošick hj,CZE
555517730,Doln Marklovice,CZE
555517740,Niva Olše - Věřňovice,CZE
555517741,Osoblažsk vběžek,CZE
555517742,Šilheřovice,CZE
555517747,Star hliniště,CZE
555517753,Olše,CZE
555517764,Hraničn meandry Odry,CZE
555517773,Ruttebüller See,DEU
555517776,Niehuuser Tunneltal und Krusau mit angrenzenden Flächen,DEU
555518033,Ostusedomer Hügelland,DEU
555518034,Dünenwälder östlich von Ahlbeck (Usedom),DEU
555518225,Gottesheide mit Schloß- und Lenzener See,DEU
555518412,Salveytal,DEU
555518414,Stettiner Berge,DEU
555518572,Unteres Odertal,DEU
555518673,Oderwiesen Neurüdnitz,DEU
555518733,Odervorland Gieshof,DEU
555518787,Oderaue Kienitz,DEU
555518788,Oderaue Genschmar,DEU
555518861,Oderinsel Kietz,DEU
555518862,Hügelgräberheide Halle-Hesingen,DEU
555518929,Oderberge,DEU
555518933,Lebuser Odertal,DEU
555518934,Oder-Neiße Ergänzung,DEU
555519015,Eichwald und Buschmühle,DEU
555519016,Oderwiesen nördlich Frankfurt,DEU
555519018,Fledermausquartier Brauereikeller Frankfurt (Oder),DEU
555519019,Oderwiesen am Eichwald,DEU
555519021,Gildehauser Venn,DEU
555519022,Rüenberger Venn,DEU
555519121,Mittlere Oder,DEU
555519122,Lüntener Fischteich u. Ammeloer Venn,DEU
555519123,Amtsvenn u. Hündfelder Moor,DEU
555519124,"Witte Venn, Krosewicker Grenzwald",DEU
555519220,Zwillbrocker Venn u. Ellewicker Feld,DEU
555519293,Oder-Neiße,DEU
555519294,Burlo-Vardingholter Venn und Entenschlatt,DEU
555519360,Wyler Meer (Teilfläche des NSG Düffel),DEU
555519361,"NSG Salmorth, nur Teilfläche",DEU
555519363,NSG Emmericher Ward,DEU
555519366,"NSG Hetter-Millinger Bruch, mit Erweiterung",DEU
555519368,"Klevsche Landwehr, Anholt. Issel, Feldschlaggr. u. Regnieter Bach",DEU
555519566,Hispe,DEU
555519674,Neißeaue,DEU
555519677,Rhein-Fischschutzzonen zwischen Emmerich und Bad Honnef,DEU
555519779,Zerna,DEU
555519780,Neißegebiet,DEU
555519781,Hangmoor Damerbruch,DEU
555519870,Elbtal zwischen Schöna und Mühlberg,DEU
555519894,Separate Fledermausquartiere und -habitate in der Lausitz,DEU
555519895,Truppenübungsplatz Oberlausitz,DEU
555519981,Separate Fledermausquartiere und -habitate im Großraum Dresden,DEU
555520009,Elmpter Schwalmbruch,DEU
555520010,Wälder und Heiden bei Brüggen-Bracht,DEU
555520136,Lüsekamp und Boschbeek,DEU
555520137,Meinweg mit Ritzroder Dünen,DEU
555520140,Helpensteiner Bachtal-Rothenbach,DEU
555520246,Spreegebiet oberhalb Bautzen,DEU
555520319,Oberes Freiberger Muldetal,DEU
555520324,Täler von Vereinigter und Wilder Weißeritz,DEU
555520329,Hohwald und Valtenberg,DEU
555520331,Pließnitzgebiet,DEU
555520332,Teverener Heide,DEU
555520423,Müglitztal,DEU
555520429,Nationalpark Sächsische Schweiz,DEU
555520430,Lachsbach- und Sebnitztal,DEU
555520431,Tafelberge und Felsreviere der linkselbischen Sächsischen Schweiz,DEU
555520432,Bielatal,DEU
555520433,Sebnitzer Wald und Kaiserberg,DEU
555520435,Wurmtal südlich Herzogenrath,DEU
555520436,Wurmtal nördlich Herzogenrath,DEU
555520511,Flöhatal,DEU
555520518,Mittelgebirgslandschaft um Oelsen,DEU
555520519,Feuchtgebiete am Brand,DEU
555520520,Hochlagen des Zittauer Gebirges,DEU
555520521,Eichgrabener Feuchtgebiet,DEU
555520617,Tal der Schwarzen Pockau,DEU
555520619,Buchenwälder bei Rechenberg-Holzhau,DEU
555520621,Hemmschuh,DEU
555520624,Georgenfelder Hochmoor,DEU
555520625,Fürstenauer Heide und Grenzwiesen Fürstenau,DEU
555520626,Wollerscheider und Hoscheider Venn,DEU
555520627,Kalltal und Nebentäler,DEU
555520741,Preßnitz- und Rauschenbachtal,DEU
555520742,Pöhlbachtal,DEU
555520743,Buchenwälder und Moorwald bei Neuhausen und Olbernhau,DEU
555520744,Mothäuser Heide,DEU
555520746,Kriegwaldmoore,DEU
555520747,Natzschungtal,DEU
555520748,"Bergwiesen um Rübenau, Kühnhaide und Satzung",DEU
555520749,Perlenbach-Fuhrtsbachtal,DEU
555520750,Gebirgsbach Rur bei Monschau,DEU
555520752,Oberlauf der Rur,DEU
555520753,Vennhochfläche bei Mützenich,DEU
555520757,"Dedenborn, Talaue des Püngel-, Wüstebaches und Erkensruhroberlauf",DEU
555520836,Schwarzwassertal und Burkhardtswald,DEU
555520839,Mittelerzgebirgische Basaltberge,DEU
555520842,Moore und Moorwälder bei Satzung,DEU
555520844,Oleftal,DEU
555520845,Kyllquellgebiet,DEU
555520919,Grünes Band Sachsen / Bayern,DEU
555520928,Bergwiesen um Klingenthal,DEU
555520929,Buchenwälder um Klingenthal,DEU
555520930,Erzgebirgskamm am Kleinen Kranichsee,DEU
555520931,Erzgebirgskamm am Großen Kranichsee,DEU
555520933,Wiesen um Halbmeil und Breitenbrunn,DEU
555520934,Zweibach,DEU
555520936,Kalkbruch Hammerunterwiesenthal,DEU
555520937,Fichtelbergwiesen,DEU
555521034,"Tetterweinbachtal, Pfaffenloh und Zeidelweidebach",DEU
555521035,Raunerbach- und Haarbachtal,DEU
555521105,Nordostbayerische Bachtäler um Rehau,DEU
555521106,Bergwiesen um Rohrbach und Hennebachtal,DEU
555521181,Eger- und Röslautal,DEU
555521183,Feuchtgebiete um Selb und Großwendern,DEU
555521184,Naturschutzgebiet 'Naturwaldreservat Hengstberg',DEU
555521185,Elstergebirgssüdabfall bei Schönberg,DEU
555521263,Ourtal,DEU
555521385,Spirkenmoor bei Griesbach,DEU
555521386,Sauertal und Seitentäler,DEU
555521387,Obere Mosel bei Oberbillig,DEU
555521428,Bergwiesengebiet Altglashütte,DEU
555521429,Moorgebiet bei Bärnau,DEU
555521431,Nitteler Fels und Nitteler Wald,DEU
555521484,Pfreimd und Lois-Bach,DEU
555521486,Kalkwälder bei Palzem,DEU
555521552,Fahrbachtal,DEU
555521558,Ehemaliger Eisenbahntunnel bei Biringen,DEU
555521601,Bayerische Schwarzach und  Biberbach,DEU
555521657,Buchenwald östlich Perlhütte,DEU
555521658,Westl. Berus,DEU
555521663,Stiftswald und Felsenwege St. Arnual,DEU
555521676,Zweibrücker Land,DEU
555521700,"Chamb, Regentalaue und Regen zwischen Roding und Donaumündung",DEU
555521703,Umgebung Gräfinthal,DEU
555521704,nördlich Rilchingen-Hanweiler,DEU
555521707,Biosphärenreservat Pfälzerwald,DEU
555521741,"Kleiner und Großer Osser, Zwercheck und Schwarzeck",DEU
555521743,Bienwaldschwemmfächer,DEU
555521744,Rheinniederung Neuburg-Wörth,DEU
555521771,Rheinniederung zwischen Wintersdorf und Karlsruhe,DEU
555521800,Oberlauf des Regens und Nebenbäche,DEU
555521837,Bischofsreuter Waldhufen,DEU
555521838,Moore bei Finsterau und Philippsreuth,DEU
555521839,Philippsreuter Waldhufen,DEU
555521841,Bruch bei Bühl und Baden-Baden,DEU
555521871,Ilz-Talsystem,DEU
555521873,Bergwiesen und Magerrasen am Dreisessel,DEU
555521874,Hochwald und Urwald am Dreisessel,DEU
555521876,Westliches Hanauer Land,DEU
555521909,Erlau,DEU
555521911,Moore im Bereich Sonnen-Wegscheid mit Abschnitten des Rannatals,DEU
555521939,Donauleiten von Passau bis Jochenstein,DEU
555521940,Östlicher Neuburger Wald und Innleiten bis Vornbach,DEU
555521941,Donau von Kachlet bis Jochenstein mit Inn- und Ilzmündung,DEU
555521942,Rheinniederung von Wittenweier bis Kehl,DEU
555521969,Unterlauf der Rott von Bayerbach bis zur Mündung,DEU
555521995,"Taubergießen, Elz und Ettenbach",DEU
555522025,Salzach und Unterer Inn,DEU
555522048,Kaiserstuhl,DEU
555522049,Rheinniederung von Breisach bis Sasbach,DEU
555522103,Oberes Isartal,DEU
555522115,Markgräfler Rheinebene von Neuenburg bis Breisach,DEU
555522121,Südliche Baaralb,DEU
555522122,Hegaualb,DEU
555522154,"Uferbereiche des Waginger Sees, Götzinger Achen und untere Sur",DEU
555522161,Blumberger Pforte und Mittlere Wutach,DEU
555522163,Gottmadinger Eck,DEU
555522165,Bodanrück und westl. Bodensee,DEU
555522194,Hochriesgebiet und Hangwälder im Aschauer Tal,DEU
555522195,Geigelstein und Achentaldurchbruch,DEU
555522199,Östliche Chiemgauer Alpen,DEU
555522200,Standortübungsplatz Kirchholz (Bad Reichenhall),DEU
555522201,Marzoller Au,DEU
555522202,Tüllinger Berg und Tongrube Rümmingen,DEU
555522203,Markgräfler Rheinebene von Weil bis Neuenburg,DEU
555522206,Alb zum Hochrhein,DEU
555522207,Wiesen bei Waldshut,DEU
555522209,Klettgaurücken,DEU
555522210,"Wälder, Wiesen und Feuchtgebiete bei Jestetten",DEU
555522211,Schiener Berg und westlicher Untersee,DEU
555522250,Mangfallgebirge,DEU
555522251,"NSG 'Aschau', NSG 'Schwarzbach' und Schwimmendes Moos",DEU
555522252,Untersberg,DEU
555522255,Wälder bei Wyhlen,DEU
555522257,Murg zum Hochrhein,DEU
555522258,Hochrhein östl. Waldshut,DEU
555522259,Bayerisches Bodenseeufer,DEU
555522262,Naturschutzgebiet 'Rohrachschlucht',DEU
555522263,Laiblach und Oberreitnauer Ach,DEU
555522264,"Oberes Weißachtal mit Lanzen-, Katzen- und Mittelbach",DEU
555522265,Nagelfluhkette Hochgrat-Steineberg,DEU
555522271,Alpenrandquellseen,DEU
555522272,Kienberg mit Magerrasen im Tal der Steinacher Achen,DEU
555522273,Aggenstein,DEU
555522276,"Falkenstein, Alatsee, Faulenbacher- und Lechtal",DEU
555522278,Ammergebirge,DEU
555522283,Häderichmoore,DEU
555522284,Wildflusssystem Bolgenach,DEU
555522285,Piesenkopfmoore,DEU
555522288,Allgäuer Hochalpen,DEU
555522289,Wettersteingebirge,DEU
555522290,Mittenwalder Buckelwiesen,DEU
555522291,Hoher Ifen,DEU
555522292,Engenkopfmoor,DEU
555522293,Schlappolt,DEU
555522383,"Vidå med tilløb, Rudbøl Sø og Magisterkogen",DNK
555522656,Laulaste,EST
555522663,Kivikupitsa,EST
555522686,Lemmejõe,EST
555522709,Sookuninga,EST
555522710,Nigula,EST
555522832,Smolnitsa,EST
555522851,Sahmeni,EST
555522853,Struuga,EST
555522901,Mustoja,EST
555522929,Peipsiveere,EST
555522942,Palakmäe,EST
555522944,Tündre,EST
555522945,Lasa,EST
555522950,Koiva-Mustjõe luha,EST
555522968,Teringi,EST
555522990,Luhasoo,EST
555522993,Murati,EST
555522995,Väike-Palkna,EST
555523004,Parmu,EST
555523012,Pabra järve,EST
555523016,Majori järve,EST
555523019,Paganamaa,EST
555523022,Pärlijõe luha,EST
555523025,Aritzakun-Urritzate-Gorramendi,ESP
555523061,Baixa Limia,ESP
555523065,Río Támega,ESP
555523068,Pena Maseira,ESP
555523074,Río Tea,ESP
555523075,Baixo Miño,ESP
555523079,Gándaras de Budiño,ESP
555523181,Aiako harria,ESP
555523183,Txingudi-Bidasoa,ESP
555523195,Larrondo-Lakartxela,ESP
555523199,Río Bidasoa,ESP
555523200,Regata de Orabidea y turbera de Arxuri,ESP
555523203,Monte Alduide,ESP
555523227,Los Valles,ESP
555523230,Bujaruelo - Garganta de Los Navarros,ESP
555523234,Cabecera del Río Aguas Limpias,ESP
555523253,"Puertos de Panticosa, Bramatuero y Brazatos",ESP
555523262,Alto Valle del Cinca,ESP
555523263,Chistau,ESP
555523430,El Rebollar,ESP
555523434,Arribes del Duero,ESP
555523435,Campo de Argañán,ESP
555523436,Campo de Azaba,ESP
555523478,Sierra de la Culebra,ESP
555523486,Riberas del Río Tuela y afluentes,ESP
555523487,Riberas del Río Manzanas y afluentes,ESP
555523561,Río Ardila Bajo,ESP
555523562,Río Gevora Alto,ESP
555523566,Río Guadiana Internacional,ESP
555523577,Río Gevora Bajo,ESP
555523592,Cedillo y Río Tajo Internacional,ESP
555523599,Río Erjas,ESP
555523605,Sierra de Gata,ESP
555523625,Rivera de Aurela,ESP
555523627,Riveras de Carbajo y Calatrucha,ESP
555523662,Riu de la Llosa,ESP
555523672,Riu Garona,ESP
555523934,Andévalo Occidental,ESP
555523945,Rivera de Chanza,ESP
555524053,Barranco del Nano,ESP
555524612,Mielikonnotkon ja Holmanjoen lehdot,FIN
555524847,Vrtsiln laakson luontokokonaisuus,FIN
555524886,Lieksan itrajan vanhat metst,FIN
555524889,Korkea-aho - Viharinjrvi,FIN
555524905,Sinivaara-Massivaara,FIN
555524914,Pyhjrven alueen luontokokonaisuus,FIN
555524933,Kuikkasuo,FIN
555525189,Teerisuo-Hanhiharju,FIN
555525192,Vapalampi - Lohilampi - Kuntivaara,FIN
555525199,Paljakan metst ja suot,FIN
555525288,Kieverrysjrvet,FIN
555525289,Joutenvaara,FIN
555525296,Vonganjrvi ja Vuorivaara,FIN
555525301,Ulvinsalon alue,FIN
555525303,Iso Palonen - Maariansrkt,FIN
555525307,Valtasenjrvi,FIN
555525368,Housuvaara,FIN
555525372,Martinselkonen,FIN
555525383,Viisiriihinen,FIN
555525386,Iso Vaskenvaara,FIN
555525390,Karsikkovaara - Losolehto,FIN
555525393,llrinsrkk,FIN
555525394,Vieremnsuon alue,FIN
555525395,Murhisalo,FIN
555525397,Pahamaailma,FIN
555525415,Malahvia,FIN
555525421,MALLA,FIN
555525422,JIETANASVUOMA,FIN
555525423,IITON PALSASUOT,FIN
555525427,TARVANTOVAARA,FIN
555525430,Vtsrin ermaa,FIN
555525431,TSARMITUNTURIN ERMAA,FIN
555525480,AATSINKI-ONKAMO,FIN
555525489,Trmoja,FIN
555525514,Tornionjoen-Muonionjoen vesistalue,FIN
555525516,PULMANKIJRVI,FIN
555525517,VETSIJOEN SUISTOLEHTO,FIN
555525520,Vlimaan kentt,FIN
555525608,"Pelouses, rochers et buxaie de la pointe de Givet",FRA
555525628,Rizes du plateau de Rocroi,FRA
555525630,Tourbires du plateau ardennais,FRA
555525652,Forts de la valle de la Semoy a Thilay et Hautes-rivires,FRA
555525655,Valle boise de la Houille,FRA
555525719,Massif forestier d'Hirson,FRA
555525927,"Forts, bois, tangs et bocage herbager de la Fagne et du plateau d'Anor",FRA
555525928,"Hautes Valles de la Solre, de la Thure, de la Hante et leurs versants boiss et bocagers",FRA
555525936,"Pelouses et milieux cavernicoles de la valle de la Chiers et de l'Othain, fort du Chenois, buxaie de Montmdy",FRA
555525946,Pelouses et rochers du pays de Sierck,FRA
555525947,Pelouses  Obergailbach,FRA
555525980,"Cours d'eau, tourbires, rochers et forts des Vosges du nord et souterrain de Ramstein",FRA
555525984,Landes et tourbires du camp militaire de Bitche,FRA
555526011,La Sauer et ses affluents,FRA
555526013,La Lauter,FRA
555526014,"Secteur Alluvial Rhin-Ried-Bruch, Bas-Rhin",FRA
555526025,Jura alsacien,FRA
555526027,"Secteur Alluvial Rhin-Ried-Bruch, Haut-Rhin",FRA
555526028,Valle de la Largue,FRA
555526040,"Massif du Mont-d'Or, du Noirmont et du Risol",FRA
555526044,"Valles du Dessoubre, de la Rverotte et du Doubs",FRA
555526050,Valle de l'Orbe,FRA
555526051,Tourbires et lacs de Chapelle-des-Bois et de Bellefontaine les Mortes,FRA
555526059,Massif du Risoux,FRA
555526060,Fort du Massacre,FRA
555526079,tangs et Valles du Territoire de Belfort,FRA
555526309,Massif du Ger et du Lurien,FRA
555526310,Massif de Sesques et de l'Ossau,FRA
555526312,Massif de l'Anie et d'Espelungure,FRA
555526315,Montagnes de la Haute Soule,FRA
555526318,Fort d'Iraty,FRA
555526319,Montagnes de Saint-Jean-Pied-de-Port,FRA
555526320,Montagnes des Aldudes,FRA
555526322,Massif du Mondarrain et de l'Artzamendi,FRA
555526323,Massif de la Rhune et de Choldocogagna,FRA
555526335,"La Nivelle (estuaire, barthes et cours d'eau)",FRA
555526336,La Nive,FRA
555526340,Le Saison (cours d'eau),FRA
555526343,Le Gave d'Ossau,FRA
555526362,"Valle de l'Isard, mail de Bulard, pics de Mauberm, de Serre-Haute et du Crabre",FRA
555526363,Valle du Riberot et massif du Mont Valier,FRA
555526365,Valle de l'Aston,FRA
555526398,Haute valle d'O,FRA
555526399,Haute valle de la Pique,FRA
555526400,Haute valle de la Garonne,FRA
555526426,Gaves de Pau et de Cauterets (et gorge de Cauterets),FRA
555526428,"Pgure, Barbat, Cambals",FRA
555526429,"Gaube, Vignemale",FRA
555526430,"Ossoue, Asp, Cestrde",FRA
555526431,"Estaub, Gavarnie, Troumouse et Barroude",FRA
555526438,Rioumajou et Moudang,FRA
555526439,"Haut-Louron : Aygues Tortes, Caillauas, Gourgs Blancs, Gorges de Clarabide, pics des Pichadres et d'Estioure, montagne de Tramadits",FRA
555526452,"Garonne, Arige, Hers, Salat, Pique et Neste",FRA
555526496,Crts du Haut-Jura,FRA
555526497,Marais de la haute Versoix et de Brou,FRA
555526499,Etournel et defil de l'Ecluse,FRA
555526538,Contamines Montjoie - Miage - Tr la Tte,FRA
555526539,Aiguilles Rouges,FRA
555526540,Haut Giffre,FRA
555526549,Cornettes de Bise,FRA
555526552,Le Salve,FRA
555526553,Valle de l'Arve,FRA
555526600,"Landes, prairies et habitats rocheux du massif du mont Thabor",FRA
555526602,Rseau de vallons d'altitude  Caricion,FRA
555526605,Massif de la Vanoise,FRA
555526764,"Capcir, Carlit et Campcardos",FRA
555526765,Massif du Puigmal,FRA
555526767,Massif du Canigou,FRA
555526768,Conque de la Preste,FRA
555526770,Cte rocheuse des Albres,FRA
555526772,Massif des Albres,FRA
555526792,Clare,FRA
555526794,Rochebrune - Izoard - Valle de la Cerveyrette,FRA
555526795,Haut Guil - Mont Viso - Val Preveyre,FRA
555526804,Haute Ubaye - Massif du Chambeyron,FRA
555526806,La Tour des Sagnes - Vallon des Terres Pleines - Orrenaye,FRA
555526822,Le Mercantour,FRA
555526823,Mont Chajol,FRA
555526824,Marguareis - La Brigue - Fontan - Saorge,FRA
555526828,Sites  chauves souris de Breil-sur-Roya,FRA
555526829,Valle du Carei - collines de Castillon,FRA
555526830,Corniches de la Rivira,FRA
555526881,La Bendola,FRA
555526953,VOUNA EVROU- POTAMOS LYRAS- SPILAIA DIDYMOTEICHOU KAI KEFALOVOUNOU,GRC
555526955,OROS CHAINTOU - KOULA KAI GYRO KORYFES,GRC
555526961,DASOS FRAKTOU,GRC
555526962,RODOPI (SIMYDA),GRC
555526963,"PERIOCHI ELATIA, PYRAMIS KOUTRA",GRC
555526976,YDROCHARES DASOS MOURION,GRC
555526977,KORYFES OROUS VORA,GRC
555526978,ORI TZENA,GRC
555526979,OROS PAIKO,GRC
555526985,"LIMNI KERKINI - KROUSIA - KORYFES OROUS BELES, ANGISTRO - CHAROPO",GRC
555526988,KORYFES OROUS ORVILOS,GRC
555527168,Aggteleki-karszt s peremterletei,HUN
555527169,Rakaca-vlgy s oldalvlgyei,HUN
555527170,Bdva-vlgy s a Sas-patak-vlgye,HUN
555527171,Hernd-vlgy s Sajldi-erdő,HUN
555527172,Szuha-vlgy,HUN
555527173,Saj-vlgy,HUN
555527174,Bzsva-patak,HUN
555527210,Mura mente,HUN
555527211,Kerka mente,HUN
555527215,Kebele,HUN
555527240,Domahzai Hangony-patak vlgye,HUN
555527272,Kzpső-Ipoly-vlgy,HUN
555527273,Karancs,HUN
555527275,Gortva-vlgy,HUN
555527285,Pcini Mosonna-erdő,HUN
555527287,Long-erdő,HUN
555527288,Felsőregmeci Ronyva,HUN
555527290,szaki-Zemplni-hegysg,HUN
555527293,Fzri Pl-hegy,HUN
555527303,Kelet-Drva,HUN
555527335,Bda-Karapancsa,HUN
555527340,Darnyi borks,HUN
555527343,Nyugat-Drva,HUN
555527344,Zkny-őrtilosi dombok,HUN
555527345,Kzp-Drva,HUN
555527351,Nyugat-Drva-sk,HUN
555527370,Brzsny,HUN
555527380,szaki-Gerecse,HUN
555527388,Ipoly vlgye,HUN
555527392,Kzponti-Gerecse,HUN
555527396,Duna s rtere,HUN
555527401,Pilis s Visegrdi-hegysg,HUN
555527420,Fertő t,HUN
555527421,Fertőmellki dombsor,HUN
555527422,Dudlesz-erdő,HUN
555527425,Gnyi-homokvidk,HUN
555527426,Rpce mente,HUN
555527428,Soproni-hegysg,HUN
555527429,Hatr-menti erdők,HUN
555527430,Felső-Tisza,HUN
555527433,Felső-Sebes-Krs,HUN
555527437,Kismarja - Pocsaj - Esztri-gyepek,HUN
555527439,Pocsaji-kapu,HUN
555527460,Hanelek,HUN
555527463,mblyi-erdő s Fnyi-erdő,HUN
555527473,Kaszonyi-hegy - Ddai-erdő,HUN
555527476,Tarpa-Tkos,HUN
555527477,Lnya-Tiszaszalka,HUN
555527481,Csaholc - Garbolc,HUN
555527482,Rozsly - Csengersima,HUN
555527485,Teremi-erdő,HUN
555527553,Penszleki gyepek,HUN
555527554,Hdmezővsrhely krnyki s csandi-hti pusztk,HUN
555527557,Szraz-r,HUN
555527561,Maros,HUN
555527562,Mezőhegyes-battonyai gyepek,HUN
555527563,Gyula-szabadkgysi gyepek,HUN
555527564,Krskzi erdők,HUN
555527565,"Fekete-, Fehr- s Kettős-Krs",HUN
555527572,Dl-Bihari szikesek,HUN
555527573,Gyepes csatorna,HUN
555527575,Kles-r,HUN
555527576,Korhny s Holt-Korhny,HUN
555527588,Dl-Bcska,HUN
555527592,Dli-Homokhtsg,HUN
555527622,Kőszegi-hegysg,HUN
555527625,Pinka,HUN
555527627,Rba s Csrnc-vlgy,HUN
555527633,Őrsg,HUN
555527634,Gyngys-patak s a kőszegi Als-rt,HUN
555527636,Lough Oughter and Associated Loughs SAC,IRL
555527733,Lough Melvin SAC,IRL
555527738,Carlingford Mountain SAC,IRL
555527776,Cuilcagh - Anierin Uplands SAC,IRL
555527837,Corratirrim SAC,IRL
555527900,Kilroosky Lough Cluster SAC,IRL
555527924,Tamur Bog SAC,IRL
555527957,Lough Nageage SAC,IRL
555527967,Lough Golagh and Breesy Hill SAC,IRL
555528017,River Finn SAC,IRL
555528070,Boscaglie di Tasso di Giaglione (Val Clarea),ITA
555528071,Pian della Mussa (Balme),ITA
555528074,Pra - Barant,ITA
555528079,Rocciamelone,ITA
555528082,Pendici del Monte Chaberton,ITA
555528087,Les Arnaud e Punta Quattro Sorelle,ITA
555528090,Oasi xerotermica di Puys - Beaulard,ITA
555528094,Cima Fournier e Lago Nero,ITA
555528106,Alta Val Sesia,ITA
555528112,Alta Val Formazza,ITA
555528127,"Sorgenti del Maira, Bosco di Saretto, Rocca Provenzale",ITA
555528129,Gruppo del Tenibres,ITA
555528130,Vallone di Orgials - Colle della Lombarda,ITA
555528131,"Colle e Lago della Maddalena, Val Puriac",ITA
555528147,Ambienti calcarei d'alta quota della Valle di Rhêmes,ITA
555528156,Ambienti Glaciali del Monte Bianco,ITA
555528158,Ambienti d'alta quota delle Combe Thuilette e Sozin,ITA
555528159,Ambienti d'alta quota della Valgrisenche,ITA
555528160,Ambienti d'alta quota del Colle del Gran San Bernardo,ITA
555528174,Monte Saccarello - Monte Fronté,ITA
555528175,Monte Gerbonte,ITA
555528177,Gouta - Testa d'Alpe - Valle Barbaira,ITA
555528180,Monte Toraggio - Monte Pietravecchia,ITA
555528185,Monte Abellio,ITA
555528188,Monte Grammondo - Torrente Bevera,ITA
555528312,Val Veddasca,ITA
555528327,Valle del Dosso,ITA
555528329,Spina verde,ITA
555528337,Val Viera e Cime di Fopel,ITA
555528338,Motto di Livigno - Val Saliente,ITA
555528339,Val Federia,ITA
555528341,Valle della Forcola,ITA
555528345,Valle di Fraele,ITA
555528346,Valle del Braulio - Cresta di Reit,ITA
555528347,Monte Vago - Val di Campo - Val Nera,ITA
555528348,Val Viola Bormina - Ghiacciaio di Cima dei Piazzi,ITA
555528352,Bagni di Masino - Pizzo Badile,ITA
555528353,Val di Mello - Piano di Preda Rossa,ITA
555528369,Val Fontana,ITA
555528371,Val Bodengo,ITA
555528629,Val Visdende - Monte Peralba - Quaterna',ITA
555528685,Gruppo del Monte Coglians,ITA
555528687,Creta di Aip e Sella di Lanza,ITA
555528688,Monte Auernig e Monte Corona,ITA
555528689,Valloni di Rio Bianco e di Malborghetto,ITA
555528690,Conca di Fusine,ITA
555528694,Jof di Montasio e Jof Fuart,ITA
555528696,Prealpi Giulie Settentrionali,ITA
555528698,Torrente Lerada,ITA
555528701,Rio Bianco di Taipana e Gran Monte,ITA
555528702,Forra del Pradolino e Monte Mia,ITA
555528703,Monte Matajur,ITA
555528725,Carso Triestino e Goriziano,ITA
555530045,Lepuru purvs,LVA
555530049,Tetersalas purvs,LVA
555530054,Islice,LVA
555530057,Baltmuizas purvs,LVA
555530061,Aizdumbles purvs,LVA
555530124,Mernieku dumbraji,LVA
555530143,Melnsalas purvs,LVA
555530157,Raudas mezi,LVA
555530158,Svetes ieleja,LVA
555530169,Nigrandes mezi,LVA
555530187,Kalna purvs,LVA
555530194,Melnupes mezi,LVA
555530214,Melderupites mezi,LVA
555530233,Igaunijas riests,LVA
555530259,Góry Stołowe,POL
555530262,Kopalnie w Złotym Stoku,POL
555530269,Torfowisko pod Zieleńcem,POL
555530271,Góry Bialskie i Grupa Śnieżnika,POL
555530277,Czarne Urwisko koło Lutyni,POL
555530282,Góry Kamienne,POL
555530290,Torfowiska Gór Izerskich,POL
555530299,Góry Orlickie,POL
555530300,Dzika Orlica,POL
555530304,Przełomowa Dolina Nysy Łużyckiej,POL
555530321,Pieńska Dolina Nysy Łużyckiej,POL
555530331,Góry Złote,POL
555530400,Poleska Dolina Bugu,POL
555530403,Zachodniowołyńska Dolina Bugu,POL
555530407,Lasy Sobiborskie,POL
555530451,Uroczyska Roztocza Wschodniego,POL
555530458,Tarnoszyn,POL
555530461,Lasy Dołhobyczowskie,POL
555530475,Dolina Pliszki,POL
555530477,Łęgi Słubickie,POL
555530479,Ujście Ilanki,POL
555530490,Łęgi nad Nysą Łużycką,POL
555530496,Wilki nad Nysą,POL
555530501,Brożek,POL
555530550,Ostoja Babiogórska,POL
555530551,Czarna Orawa,POL
555530567,Ostoja Popradzka,POL
555530569,Dolina Białki,POL
555530570,Małe Pieniny,POL
555530576,Podkowce w Szczawnicy,POL
555530592,Źródliska Wisłoki,POL
555530623,Środkowy Dunajec z dopływami,POL
555530629,Ostoje Nietoperzy Powiatu Gorlickiego,POL
555530641,Ostoja Nadbużańska,POL
555530685,Ostoja Sławniowicko-Burgrabicka,POL
555530687,Góry Opawskie,POL
555530697,Rozumicki Las,POL
555530699,Ostoja Magurska,POL
555530702,Fort Salis Soglio,POL
555530704,Ostoja Przemyska,POL
555530705,Ostoja Góry Słonne,POL
555530706,Ostoja Jaśliska,POL
555530709,Horyniec,POL
555530718,Moczary,POL
555530750,Ostoja Augustowska,POL
555530751,Ostoja Knyszyńska,POL
555530752,Pojezierze Sejneńskie,POL
555530753,Dolina Biebrzy,POL
555530757,Dolina Szeszupy,POL
555530758,Torfowiska Gór Sudawskich,POL
555530855,Cieszyńskie Źródła Tufowe,POL
555530858,Beskid Śląski,POL
555530859,Beskid Żywiecki,POL
555530864,Graniczny Meander Odry,POL
555530927,Puszcza Romincka,POL
555530952,Ostoja nad Oświnem,POL
555530957,Niecka Skaliska,POL
555531041,Dolna Odra,POL
555531066,Jezioro Stolsko,POL
555531072,Peneda / Gerês,PRT
555531074,Malcata,PRT
555531077,S. Mamede,PRT
555531089,Rio Minho,PRT
555531091,Rios Sabor e Maçãs,PRT
555531092,Douro Internacional,PRT
555531100,Caia,PRT
555531102,Rio Guadiana / Juromenha,PRT
555531106,Guadiana,PRT
555531122,Moura / Barrancos,PRT
