Data S1. List of Border Protected Areas,,
WDPAID,NAME,ISO3
178333,Pannonhalmi Tájvédelmi Körzet,HUN
178342,Dénesmajori Csigás-erdő Természetvédelmi Terület,HUN
178351,Kaszonyi-hegy Természetvédelmi Terület,HUN
178354,Kőszegi-tőzegmohás láp Természetvédelmi Terület,HUN
178445,Hageven,BEL
178454,Speelhof,BEL
178460,Tiendeberg,BEL
178476,Meetjeslandse Krekengebied,BEL
178478,Bronnen Van Het Heuvelland,BEL
178500,Schor van Doel,BEL
178512,Vloeiweiden in de Watering,BEL
178514,Tussen Wamp en Nete,BEL
178532,Heidebos,BEL
178537,Altenbroek,BEL
178550,Smeetshof,BEL
178573,Sint-Maartensheide - De Luysen,BEL
178591,Lommelse Heidegebieden,BEL
178597,Vijverbroek,BEL
178605,Maaswinkel,BEL
178636,Sint-Donaaspolder,BEL
178646,Dal van de Grensmaas,BEL
178648,Buitenheide - Drie Bogen,BEL
178656,Ruige Heide,BEL
178687,Achelse Kluis,BEL
178690,Heuvelland,BEL
178714,Rive gauche du Petit-Lac (GE),CHE
178719,Alter Rhein: Thal (SG),CHE
178721,Pointe de Promenthoux (VD),CHE
178722,Krajinski park Kolpa,SVN
178726,"Beka - soteska Glinščice z dolino Griža, ponornimi jamami in arheološkimi lokalitetami Lorencom in grad nad Botačem",SVN
178841,Riserva naturale del Monte Lanaro,ITA
178842,Riserva naturale del Monte Orsario,ITA
178843,Riserva naturale della Valle Rosandra,ITA
178927,Riserva naturale di Monte Mario,ITA
178980,Parco naturale delle Prealpi Giulie,ITA
179005,Tilžės geomorfologinis draustinis,LTU
179016,Aukspirtos hidrografinis draustinis,LTU
179019,Buivydžių hidrografinis draustinis,LTU
179021,Dysnos hidrografinis draustinis,LTU
179025,Jotijos hidrografinis draustinis,LTU
179042,Vilkijos hidrografinis draustinis,LTU
179052,Baltasamanės telmologinis draustinis,LTU
179063,Krakinio telmologinis draustinis,LTU
179097,Gelednės botaninis draustinis,LTU
179119,Šilinės botaninis draustinis,LTU
179138,Pertako ornitologinis draustinis,LTU
179143,Baltosios Ančios herpetologinis draustinis,LTU
179146,Bartuvos ichtiologinis draustinis,LTU
179148,Jūros ichtiologinis draustinis,LTU
179155,Gerdašių entomologinis draustinis,LTU
179170,Šešupės kraštovaizdžio draustinis,LTU
179187,Nemunėlio - Apaščios geologinis draustinis,LTU
179198,Gėsalų geomorfologinis draustinis,LTU
179221,Šarkučių geomorfologinis draustinis,LTU
179233,Skalnata tsarkva,BGR
179268,Giumurdjinski snezhnik,BGR
179339,Kozloduy,BGR
179407,Saya Kulak,BGR
180345,Narva Pimeaed,EST
180562,Valga linnapark,EST
180657,Vastseliina lehisepuistu,EST
181622,Bois De La Vernaz Et Îles D'Arves,FRA
181659,Lauterbourg,FRA
181660,Daubensand,FRA
181675,Lutzelhardt-Adelsberg,FRA
181851,Kalna purvs,LVA
181863,Raudas meži,LVA
181892,Nīgrandes meži,LVA
181896,Melnupes meži,LVA
181904,Paņemūnes meži,LVA
181913,Svētes ieleja,LVA
181928,Ziemeļgauja,LVA
181946,Vecumu meži,LVA
181960,Mravcove,SVK
181964,Megonky,SVK
181966,Butrinti,ALB
181967,Prespa,ALB
181968,Liqeni i Pogradecit,ALB
182768,2002424 Fulufjället,SWE
182777,2001195 Blåsjöfjäll,SWE
182791,2001201 Grubbdalen,SWE
182971,Lindåsmyra,NOR
183149,Øvre Pasvik,NOR
183436,River Foyle And Tributaries,GBR
183454,Ring Of Gullion,GBR
183461,Mourne,GBR
183465,Beba Veche,ROU
183533,Lacul Vlășcuța,ROU
183534,Lacul Pochina,ROU
183535,Lunca Joasă a Prutului,ROU
183829,Râul Tur,ROU
183832,Stânca Ripiceni,ROU
183840,Pădurea Urziceni,ROU
183863,Stânca Ștefănești,ROU
183942,Pădurea Cenad,ROU
183966,Insula Mare Cenad,ROU
183971,Ostrovul Prut,ROU
183993,Cracul Crucii,ROU
183996,Valea Oglănicului,ROU
183997,Gura Văii - Vârciorova,ROU
183998,Cracul Găioara,ROU
184003,Râul Prut,ROU
184004,Cotul Sălăgeni,ROU
184005,Cotul Bran pe Râul Prut,ROU
184006,Teiva - Vișina,ROU
184007,Prutețul Bălălău,ROU
184020,Locul fosilifer Șvinița,ROU
184021,Dealul Vărănic,ROU
184022,Dealul Duhovnei,ROU
184055,Fața Virului,ROU
184068,Baziaș,ROU
184083,Pădurea Dumbrăveni,ROU
184099,Râpa cu lăstuni din Valea Divici,ROU
184106,Balta Nera - Dunăre,ROU
184158,Ciuperceni - Desa,ROU
184161,Balta Lată,ROU
184170,Pajiștea Cetate din Lunca Dunării,ROU
185832,VEP nr.130130,EST
185879,VEP nr.114039,EST
185900,VEP nr.107284,EST
185962,VEP nr.201003,EST
186075,VEP nr.112022,EST
186317,VEP nr.103026,EST
186391,VEP nr.107263,EST
186616,VEP nr.114038,EST
186749,VEP nr.107267,EST
187098,VEP nr.107285,EST
187300,VEP nr.107266,EST
187374,VEP nr.107270,EST
187584,VEP nr.127202,EST
187882,VEP nr.202052,EST
187948,VEP nr.127038,EST
188085,VEP nr.202058,EST
188744,VEP nr.123135,EST
189041,VEP nr.114042,EST
189101,VEP nr.107262,EST
189253,VEP nr.130142,EST
189352,VEP nr.202062,EST
189526,VEP nr.107268,EST
189999,VEP nr.127196,EST
190050,VEP nr.132002,EST
190064,VEP nr.113006,EST
190185,VEP nr.107269,EST
190308,VEP nr.114037,EST
190351,VEP nr.107261,EST
190365,VEP nr.117060,EST
190368,VEP nr.130131,EST
190403,VEP nr.130143,EST
190503,VEP nr.107264,EST
190828,VEP nr.127009,EST
190966,VEP nr.201008,EST
191035,Vep Nr.113003,EST
191178,VEP nr.108021,EST
191806,VEP nr.127033,EST
191892,VEP nr.127036,EST
192964,Komleks Aleko - Telika,BGR
192965,Loznitsa,BGR
192966,Bejanovo,BGR
192967,Rositsa,BGR
192977,Melderupītes meži,LVA
192996,Bardaca,BIH
193228,Ostrovul Ciocănești,ROU
193229,Ostrovul Haralambie,ROU
193255,Ostrovul Gâsca,ROU
193310,Parcul Natural Munții Maramureșului,ROU
193408,Guyane,GUF
193410,Pyrénées Catalanes,FRA
193412,Junkerdal,NOR
193473,Lierne,NOR
195423,Holmanjoen lehto,FIN
195429,Veikonvuorenlehto,FIN
195431,Korisevanojan suojelualue,FIN
196028,Aiako Harria,ESP
196377,Posets-Maladeta,ESP
196461,Park Krajobrazowy Beskidu Śląskiego,POL
196469,Krajinski park Goričko,SVN
196473,Parcul Natural Lunca Joasă a Prutului Inferior,ROU
196475,Parcul Natural Lunca Mureșului,ROU
196501,Pelister,MKD
198301,Western Caucasus,RUS
198310,"Waldviertel ponds, peat bogs & floodplains",AUT
198367,Área De Proteção Ambiental Ilhas E Várzeas Do Rio Paraná,BRA
220051,Cuilcagh Mountain,GBR
220096,Slieve Beagh,GBR
220293,Gunung Mulu National Park,MYS
220295,Noel Kempff Mercado National Park,BOL
300029,Corpus,ARG
300059,Lago Baggilt,ARG
300062,Laguna del Diamante,ARG
300078,Puerto San Juan,ARG
300083,Río Turbio,ARG
300280,Northern Tuli,BWA
300727,Soukourou,CIV
300743,Lougbo,CIV
300747,Ouarigue,CIV
300749,Gbanala,CIV
300774,Classified Forest Name Unknown (CIV) No.8,CIV
300796,Okpara,NGA
300833,Classified Forest Name Unknown (CIV) No.33,CIV
300878,Ebrinenou,CIV
300894,Gouin,CIV
300897,Mt. Sainte/Cavally,CIV
300901,Classified Forest Name Unknown (CIV) No.58,CIV
300946,Tanoe,CIV
301719,Mbagala,TZA
301724,Classified Forest Name Unknown (CIV) No.77,CIV
301725,Forest Reserve Name Unknown (ZMB) No.1,ZMB
301759,Forest Reserve Name Unknown (ZMB) No.35,ZMB
301762,Forest Reserve Name Unknown (ZMB) No.38,ZMB
301773,Forest Reserve Name Unknown (ZMB) No.49,ZMB
301778,Forest Reserve Name Unknown (ZMB) No.55,ZMB
301781,Forest Reserve Name Unknown (ZMB) No.58,ZMB
301823,Forest Reserve Name Unknown (ZMB) No.100,ZMB
301877,Ngotto extension,CAF
301910,El Pilar,BLZ
301949,Bumdeling Wildlife Sanctuary,BTN
301953,Quomolangma,CHN
302076,Volcán Tacaná,GTM
302105,Volcán Chingo,GTM
302128,Río San Juan,NIC
303023,Pu Hoat,VNM
303066,Song Thanh,VNM
303069,Bu Gia Map,VNM
303083,Bat Dai Son,VNM
303100,Sao La,VNM
303177,Craig Headwaters Protected Area,CAN
303262,Great Glacier Park,CAN
303264,Lava Forks Park,CAN
303271,Border Lake Park,CAN
303306,K2,PAK
303316,Alto Purus,PER
303540,Kalambo falls,TZA
303547,Rio Pure,COL
303691,Tsau // Khaeb (Sperrgebiet),NAM
303692,Bwabwata,NAM
303694,Chitwan - Buffer Zone,NPL
303736,Unknown 7,ZWE
303739,Bambadzi,ZWE
303742,Chapoto,ZWE
303745,Chidobe,ZWE
303748,Chipise,ZWE
303751,Chiriwo,ZWE
303753,Chisunga,ZWE
303757,Dite 2,ZWE
303760,Gairezi Res,ZWE
303766,Halisupi,ZWE
303767,Hingwe,ZWE
303770,Hwali,ZWE
303771,Jambezi,ZWE
303773,Kachecheti,ZWE
303781,Mabhongana,ZWE
303785,Mahenye,ZWE
303789,Manyuseni,ZWE
303790,Maose-Xini,ZWE
303791,Maramani,ZWE
303795,Mtetengwe 3,ZWE
303797,Mukota A,ZWE
303801,Mutandahwe,ZWE
303811,Nemananga,ZWE
303813,Neshangwe,ZWE
303814,Ngorima A,ZWE
303815,Ngorima B,ZWE
303822,Sengwe,ZWE
303824,Sidinda,ZWE
303827,Simangani,ZWE
303859,Rufunsa,ZMB
303878,Mwagné,GAB
303883,Otuquis,BOL
303884,Kaa-iya del Gran Chaco,BOL
303885,Otuquis,BOL
303891,San Matías,BOL
303893,Apolobamba,BOL
303896,Aguarague,BOL
303899,Bruno Racua,BOL
306235,Plateaux Batéké,GAB
306237,Monts de Cristal,GAB
306780,Calakmul,MEX
306790,El Pinacate y Gran Desierto de Altar,MEX
306853,Volcán Tacaná,MEX
307912,La Louise White-Tailed Deer Yard,CAN
308636,Mengame,CMR
308637,Vallée du Mbéré,CMR
308687,Mapungupwe National Park,ZAF
312892,Unknown 16,ZWE
312897,Parsar Protected Area,MMR
312904,Hukaung Valley Wildlife  Sanctuary (extension),MMR
312906,Hponkanrazi Wildlife Sanctuary,MMR
312933,Huai Nam Dang,THA
312936,Mae Moei,THA
312937,Doi Phukha,THA
312938,Mae Phang,THA
312939,Phu Zang,THA
312940,Chiang Dao,THA
312943,Ta Phraya,THA
312944,Khao Phravihan,THA
312947,Namtok Huai Yang,THA
312948,Bang Lang,THA
312949,Kuiburi,THA
312960,Hatta Mountain Reserve,ARE
312985,Phou Pha Nang,LAO
312995,Si Nan,THA
313004,Mae Charim,THA
313011,Thong Pha Phum,THA
313013,Namtok Klong Kaew,THA
313029,El Ahrash,EGY
313040,Tilomar,TLS
313049,Pskhu-Gumista,GEO
313053,Tusheti,GEO
313089,Qatar Nature Reserve,JOR
313091,Yarmouk Forest Reserve,JOR
313096,Amudat,UGA
313108,Rwengara,UGA
313109,Mgahinga Gorilla,UGA
313186,Onon-Balj /A/,MNG
313187,Siilkhemiin nuruu /A/,MNG
313206,Chachuna,GEO
313208,Gardabani,GEO
313209,Iori,GEO
313284,Bozin and Marakhil,IRN
313340,Sarany,IRN
313361,Rio Campo,GNQ
313404,Gando,IRN
313423,Yendéré,BFA
313470,Hirkan National Park,AZE
315070,Río Sarstun,GTM
315109,Atiya,UGA
315112,Kaiso,UGA
315118,Malabigambo,UGA
315675,Heishantou,CHN
315740,Tiexi,CHN
316959,En Ginda (Harhava),ISR
316960,En Malqoah,ISR
316962,Ha-Yam Ha-Deromi Be-Elat,ISR
316963,Hanita,ISR
316964,Har Dovev,ISR
316965,Har Goderim,ISR
316985,Nahal Me'ir Nahal Nahshon,ISR
316989,Nahal Ukkam,ISR
316994,Sahlavim Manara (hashlama),ISR
316996,Sansan,ISR
316997,Sha'ar Ha-Gay,ISR
317006,Emeq Zurim,ISR
317010,Hare Yehuda,ISR
317024,Sviv Homot Yerushalayim Ha Atiqa,ISR
317028,Tel Qedesh,ISR
317128,Paso Bravo,PRY
317145,Cerro Cabrera - Timane,PRY
317216,Boon Trik - Yod Mon,THA
317227,San Pan Dan,THA
317229,Tham Pla - Pha Seu,THA
317232,Doi Wiang La,THA
317234,Hala Bala,THA
317236,Khlong Kruewai Chalearm Phrakiat,THA
317240,Phu Soi Dao,THA
318076,Eifel,DEU
318121,Aschau,DEU
318201,Blansinger Grien,DEU
318226,NSG Brachter Wald,DEU
318235,NSG Breitenbachtal,DEU
318248,"NSG Brueckborn, Kranzbruch",DEU
318292,NSG Die Moiedtjes,DEU
318308,NSG Dueffel - Kellener Altrhein und Flussmarschen,DEU
318333,Eichholz-Buchholz,DEU
318397,NSG Feuerbach-Laufenbachtal,DEU
318625,NSG Kalltal,DEU
318651,Kiesgrube Käppelin,DEU
318711,Langheck bei Nittel,DEU
318726,NSG Lenzbach,DEU
318753,NSG Luentener Fischteiche,DEU
318855,Nitteler Fels,DEU
318885,NSG Oberes Kalltal mit Nebenbaechen,DEU
318889,NSG Oberes Rurtal mit den Felsbildungen der Ehrensteinley,DEU
318937,NSG Paustenbacher Venn,DEU
318983,Rheinniederung Wyhl-Weisweil,DEU
319039,Salveytal,DEU
319176,Südliche Regnitz und Zinnbach,DEU
319228,Trogener Moore,DEU
319454,Albachtal,DEU
319470,Albtal (Unterlauf der Hauensteiner Alb),DEU
319573,Altwasser Goldscheuer  (2 Teilflächen),DEU
319783,Bärenstein,DEU
319888,Bergkirche Büsingen,DEU
319927,Bienwald,DEU
319939,Biosphärenreservat Schorfheide - Chorin,DEU
320202,Bürgelrain - Liederbach,DEU
320747,"Fauler See, Märkischer Naturgarten, Güldendorfer Mühlental, Eichwald und Buschmühle",DEU
320795,Fichtelberg,DEU
321128,Görlitzer Neißeaue,DEU
321156,Grenzacher Horn,DEU
321271,Gut Lage,DEU
321416,Haspel,DEU
321495,Hegau,DEU
321646,Hochrhein-Klettgau (6 Teilgebiete),DEU
321956,Insel Reichenau,DEU
321957,Insel Usedom mit Festlandgürtel,DEU
321980,Isteiner Klotz,DEU
322023,Kadelburger Lauffen - Wutachmündung,DEU
322115,Kiesgruben Eisenhüttenstadt,DEU
322367,Kupfermühle-Niehuus,DEU
322472,"Landschaftsteile in der Stadt Weil am Rhein (Mattrain, Hellerrain und Tränkemattrain)",DEU
322473,Landschaftsteil Kluesrieser Gehölz mit Fördeufer Wassersleben-Ostseebad,DEU
322593,Lichtenauer Rheinniederung,DEU
323105,Muskauer Parklandschaft und Neißeaue,DEU
323127,Nationalparkregion Unteres Odertal,DEU
323168,Neißeaue um Grießen,DEU
323169,Neißetal und Klosterwald,DEU
323384,Oberes Osterzgebirge,DEU
323410,Oberlausitzer Bergland,DEU
323414,Obermoseltal,DEU
323744,Rastatter Ried,DEU
323848,Rheinauenwälder,DEU
323850,Rheinauewald Diersheim,DEU
323853,Pfälzische Rheinauen,DEU
323866,Rheinufer Büsingen-Gailingen,DEU
323871,Rheinvorland,DEU
323875,Rheinvorland II,DEU
323877,Rheinwald,DEU
324141,Schienerberg,DEU
324156,Schlagsdorfer Waldhöhen,DEU
324183,Schloß Beuggen,DEU
324962,Sundheimer Grund,DEU
325246,Tüllinger Berg,DEU
325260,Uelsener Berge,DEU
325349,Unteres Osterzgebirge,DEU
325483,Wacholderhain Kloster Bardel,DEU
325684,Wehramündung,DEU
325685,Wehramündung,DEU
325723,"Weilertal, Stühlingen",DEU
325938,Wollmatinger Ried - Untersee - Gnadensee,DEU
326020,Biržų girios biosferos poligonas,LTU
326022,Adutiškio-Guntauninkų miškų biosferos poligonas,LTU
326035,Savinja od izvira do Ljubnega,SVN
326052,Skalnica - območje gore z Marijinim svetiščem,SVN
326053,"Doblar, Soteska Doblarca",SVN
326057,"Nova Gorica, Gozd Panovec",SVN
326058,"Nova Gorica, Rafutski park na Pristavi",SVN
326072,Mangart: južna pobočja,SVN
326098,Prestreljenikovo okno,SVN
326114,Grič Stena v dolini reke Dragonje,SVN
326115,Reka Dragonja s pritoki,SVN
326174,Lipov drevored na Bukovici,SVN
326175,Mokrice - grajski park,SVN
326245,Notranjski Snežnik,SVN
326259,Dolenjski zdenec,SVN
326260,Fučkovski zdenec,SVN
326261,Kolpa,SVN
326262,Zdenec Jarbol,SVN
326263,Marindolska loza,SVN
326264,Dečinska stena,SVN
326265,Hrastova loza,SVN
326266,Vrhovske vrtače,SVN
326267,Velika stena nad Radenci,SVN
326269,Koračica,SVN
326270,Rezervat Ormoško jezero,SVN
326274,"Ormož, grajski park",SVN
326279,Pragozd Gorjanci,SVN
326281,Pragozd Ravna gora,SVN
326328,Sežana - jama v Ukmarjevem dolu ob Bazoviški cesti,SVN
326329,Sežana - Sežanski dol z jamami I. in II.,SVN
326339,Naravni spomenik Izvir in slap Nadiže,SVN
326359,Soča (reka),SVN
326400,Jovsi,SVN
326426,Garsälli/Zegerberg,LIE
326428,Messweid,LIE
326429,Mittagsspitze,LIE
326431,Schlosswald,LIE
326433,Ganada WR,LIE
326434,Ruggeller Rheinau WR,LIE
326435,Alta Bach,LIE
326436,Balzner Neugut,LIE
326437,Balzner Rheinau,LIE
326439,Fuermazög,LIE
326440,Gampriner Au,LIE
326441,Ganada SO,LIE
326443,Hälos,LIE
326444,Hochwuerza,LIE
326448,Plattawald/Bleika,LIE
326451,Ruggeller Rheinau SO,LIE
326454,Unterau,LIE
326455,Gantenstein,LIE
326527,"Tündre LKA, Atse skv.",EST
326528,"Tündre LKA, Paluora skv.",EST
326556,"Laulaste LKA, Teaste pv.",EST
326565,"Nigula LKA, Nigula pv.",EST
326570,"Sookuninga LKA, Sookuninga pv.",EST
326572,"Tündre LKA, Kollaspalu pv.",EST
326586,Laulaste looduskaitseala,EST
326621,"Koiva-Mustjõe MKA, Alakonnu skv.",EST
326623,"Koiva-Mustjõe MKA, Koiva konnu skv.",EST
326624,"Koiva-Mustjõe MKA, Kõrgeperve skv.",EST
326625,"Koiva-Mustjõe MKA, Lepa skv.",EST
326626,"Koiva-Mustjõe MKA, Parmu skv.",EST
326643,"Koiva-Mustjõe MKA, Parnika skv.",EST
326646,"Koiva-Mustjõe MKA, Vaitka skv.",EST
326667,"Paganamaa MKA, Paganamaa skv.",EST
326682,"Koiva-Mustjõe MKA, Koiva pv.",EST
326721,Koiva-Mustjõe maastikukaitseala,EST
326946,Lasa järve hoiuala,EST
326959,Majori järve hoiuala,EST
326965,Narva jõe alamjooksu hoiuala,EST
326966,Narva Jõe Ülemjooksu Hoiuala,EST
326971,Pabra järve hoiuala,EST
326998,Pärlijõe luha hoiuala,EST
327010,Sahmeni hoiuala,EST
327051,Õhne jõe hoiuala,EST
327129,VEP nr.000300,EST
327134,VEP nr.000309,EST
327156,VEP nr.000343,EST
327166,VEP nr.000355,EST
328027,VEP nr.E00967,EST
328028,VEP nr.E00968,EST
328029,VEP nr.E00969,EST
328839,Ludasko jezero,SRB
328842,Pasnjaci Velike droplje,SRB
328843,Karadjordjevo,SRB
328844,Selevenjske pustare,SRB
328846,Gornje Podunavlje,SRB
328877,Spomen sumica iz NOB-a u Kustilju,SRB
329011,Ostrov Malak Boril,BGR
329016,Malak Kanagiol,BGR
329384,Gailinger Berg-Bölderen,DEU
329424,NSG Heidemoore,DEU
329427,"NSG Helpensteiner Bachtal, oberes Schaagbachtal und Petersholz",DEU
329454,NSG Huehnerkamp,DEU
329518,NSG Meinweg,DEU
329522,Mittlere Oder,DEU
329559,Oder-Neiße,DEU
329617,NSG Schlucht,DEU
329663,Südlicher Bliesgau/Auf der Lohe,DEU
329880,RAJAHARJUN LUONNONSUOJELUALUE,FIN
330613,Daubensand,FRA
330617,La Wantzenau,FRA
330647,Senosios Rusnės ornitologinis draustinis,LTU
330649,Apšės biosferos poligonas,LTU
330651,Birvėtos biosferos poligonas,LTU
330654,Gelednės miško biosferos poligonas,LTU
330657,Pertako miško biosferos poligonas,LTU
330672,Subates aleja,LVA
330678,Blankenfeldes muižas aleja,LVA
330696,Rubas aleja,LVA
331439,Grenspark De Zoom - Kalmthoutse Heide,NLD
331635,De Maasduinen,NLD
331636,De Meinweg,NLD
332697,Liqeni i Shkodres,ALB
332698,Lumi i Bunes-Velipoje,ALB
332710,Abîme de Saint Mard à Virton,BEL
332736,'Eisch (Barrage de l'') à Arlon',BEL
332737,Basse Nimelette,BEL
332769,Bois du Fil Maillet,BEL
332796,'Bersillies l'' Abbaye (Carrière de)',BEL
332821,'Escaut (Coupure de l'') à Bléharies',BEL
332824,Crassier de Musson,BEL
332867,De Grensmaas Noord,BEL
332868,De Grensmaas Zuid,BEL
332884,De Kalmthoutse heide,BEL
332888,De Kempense kleiputten,BEL
332900,De Lommelse Heidegebieden en Sahara,BEL
332903,De Maatjes,BEL
332904,De Maatjes,BEL
332931,De Ronde Put - Goorken,BEL
332937,De Slikken en schorren langsheen de Schelde,BEL
332941,De Stropers,BEL
332972,De Vallei van de Mark,BEL
332983,De Vallei van het Merkske,BEL
332990,De Vloeiweiden Lommel,BEL
332992,De Warmbeekvallei,BEL
332995,De West-Vlaamse Leievallei,BEL
333036,Elsbroek,BEL
333040,Ensebach-Our,BEL
333044,Etang Macar,BEL
333064,St Joseph (Galerie),BEL
333102,Grootbroek,BEL
333117,Chauve-Souris (Grotte de la),BEL
333163,Halsche Beemden En Pimpernelgraslanden,BEL
333164,Hannerhaassel,BEL
333179,Hellegatbos,BEL
333193,Het Albertkanaal en Plateau van Caestert,BEL
333196,Het Bekaf-complex,BEL
333217,Het Hageven,BEL
333221,Het Heidebos,BEL
333230,Het Krekengebied van Lapscheure en Hoeke,BEL
333242,Het Meetjeslands krekengebied Oost,BEL
333243,Het Meetjeslands krekengebied West,BEL
333250,"Het Stamprooierbroek, St.-Maartensheide en omgeving (inclusief Lozerheide en Smeetshof)",BEL
333252,Het Turnhouts vennengebied,BEL
333259,Het West-Vlaams Heuvelland,BEL
333290,Androssart (Ile d),BEL
333360,kh302,BEL
333361,kh303,BEL
333362,kh304,BEL
333399,Kraaienbos,BEL
333457,Haute Nimelette,BEL
333458,Neuville (Marais de),BEL
333461,Ploegsteert,BEL
333498,Minière de Halanzy,BEL
333499,Musson (Minière de),BEL
333500,Moinet,BEL
333625,Pré FLeuri à Musson (Mussy-la-Crauwée),BEL
333688,Sol Fagne,BEL
333692,Souterrain du Neufmoulin,BEL
333710,Tannebach,BEL
333730,Tourbière au lieu-dit Sofa,BEL
333737,Trou aux Feuilles à Erquelinnes,BEL
333760,Ulf (extension),BEL
333763,Vallée de la Hulle,BEL
333764,Schwalmtal (Das) (ou Vallée de la Schwalm) à Bütgenbach et Büllingen,BEL
333789,Voeren,BEL
333792,Teuvenerberg,BEL
337452,Vallée de la Woltz et affluents de la source à Troisvierges,LUX
337453,Vallée de la Tretterbaach et affluents de la frontière à Asselborn,LUX
337454,'Vallée supérieure de l''Our et affluents de Lieler à Dasbourg',LUX
337455,Vallée supérieure de la Sûre et affluents de la frontière belge à Esch-sur-Sûre,LUX
337458,Haff Réimech (RAMSAR),LUX
337459,Vallée de la Haute-Sûre,LUX
337462,Filsdorfergrund,LUX
337463,Deiwelskop,LUX
337471,"Minière de la région de Differdange - Giele Botter, Tillebierg, Rollesbierg, Ronnebierg, Metzerbierg et Galgebierg",LUX
337472,Esch-sur-Alzette Sud-est - Anciennes minières / Ellergronn 2,LUX
337475,Haff Réimech (N2000),LUX
337476,'Vallée de l''Our de Ouren a Wallendorf Pont',LUX
337477,Vallée de la Tretterbaach,LUX
337479,Vallée supérieure de la Wiltz,LUX
337481,Vallée supérieure de la Sûre / Lac du barrage,LUX
337484,'Vallée de l''Ernz noire / Beaufort / Berdorf',LUX
337485,'Vallée de l''Attert de la frontière à Useldange',LUX
337489,Vallée de la Sûre inférieure,LUX
337490,'Vallée de la Mamer et de l''Eisch',LUX
337492,Vallée de la Syre de Manternach à Fielsmillen,LUX
337494,Machtum - Pellembierg / Froumbierg / Greivenmaacherbierg,LUX
337497,Differdange Est - Prenzebierg / Anciennes mines et Carrières,LUX
337498,Région de la Moselle supérieure,LUX
337499,Esch-sur-Alzette Sud-est - Anciennes minières / Ellergronn 1,LUX
337500,Dudelange Haard,LUX
337501,Dudelange - Ginzebierg,LUX
337502,Wilwerdange - Conzefenn,LUX
337503,Wasserbillig - Carrière de dolomie,LUX
337504,Schimpach - Carrières de Schimpach,LUX
337505,Perlé - Ancienne ardoisières,LUX
337506,Troisvierges - Cornelysmillen,LUX
337507,Hoffelt - Kaleburn,LUX
337508,Troine/Hoffelt - Sporbaach,LUX
337512,Fingig - Reifelswenkel,LUX
337515,Leitrange - Heischel,LUX
337516,Grass - Moukebrill,LUX
337521,Massif forestier du Waal,LUX
337571,Svartvannet,NOR
339003,"Sookuninga LKA, Kabja skv.",EST
339004,"Sookuninga LKA, Kodaja skv.",EST
339005,"Sookuninga LKA, Raessaare skv.",EST
339008,"Sookuninga LKA, Sandre skv.",EST
339537,Kivikupitsa maastikukaitseala,EST
339538,"Kivikupitsa MKA, Kivikupitsa skv.",EST
339539,"Kivikupitsa MKA, Lehtmetsa pv.",EST
339882,"Parmu LKA, Parmu skv.",EST
339883,"Parmu LKA, Pedetsi pv.",EST
339885,"Parmu LKA, Veieri skv.",EST
339887,Parmu looduskaitseala,EST
340920,VEP nr.E01297,EST
340921,VEP nr.E01298,EST
341298,Grajska lipa,SVN
341299,Marindolska lipa,SVN
341301,Jama v kamnolomu,SVN
341302,Kobiljača,SVN
341303,Ziljske vrbe,SVN
341364,Do¿rani Dimon Do¿ranis Mourion,GRC
341426,Patermon - Adas Dimou Komotinis,GRC
341442,Drymou Dimou Stavroupolis,GRC
341451,Tzena - Pinovo Dimou Exaplatanou,GRC
341498,"Limni Kerkini, Irakleias, Petritsiou Sidirokastrou",GRC
341504,Petritsio Dimou Petritsiou,GRC
341512,Potamou Nestou,GRC
341518,Sfikas Dimou Prespon,GRC
341878,Skopos,GRC
341884,Dimotiko Dasos Ano Koryfis-Dragos-Ormas,GRC
341898,Eidomeni (Altsakiou),GRC
341899,Palmitsi-Kampos (Evzonon & Mikrou Dasous),GRC
341908,Partheno Dasos Sillis (Paranestiou),GRC
341921,Ethniko ygrotopiko parko delta Evrou - Perifereiaki zoni,GRC
341926,Ethniko ygrotopiko parko delta Evrou - Zoni E,GRC
341927,Ethniko ygrotopiko parko delta Evrou - Zoni Z,GRC
341928,Ethniko ygrotopiko parko delta Evrou - Zoni I,GRC
341932,Ethniko parko dasous Dadias - Lefkimmis - Soufliou Zoni B1,GRC
341936,Ethniko parko dasous Dadias - Lefkimmis - Soufliou Zoni B2b,GRC
342000,Bílá Strž,CZE
342003,Božídarské rašeliniště,CZE
342006,Broumovské stěny,CZE
342008,Bukačka,CZE
342011,Čantoria,CZE
342013,Černé a Čertovo jezero,CZE
342028,Javorina,CZE
342040,Králický Sněžník,CZE
342070,Rašeliniště Jizery,CZE
342072,Razula,CZE
342077,Salajka,CZE
342092,Žofínský prales,CZE
342094,Trčkov,CZE
342132,Bedřichovka,CZE
342138,Bílý kříž,CZE
342140,Blanko,CZE
342164,Bučina u Žďáru,CZE
342167,Bukovec,CZE
342168,Bukovec,CZE
342170,Buky a javory v Gabrielce,CZE
342174,Byst?ina,CZE
342180,Černá jezírka,CZE
342181,Černá louka,CZE
342189,Černý rybník,CZE
342209,Rašeliniště U jezera - Cínovecké rašeliniště,CZE
342233,Dračice,CZE
342240,Džungle,CZE
342255,Františkův rybník,CZE
342262,Hadí vrch,CZE
342277,Hněvošický háj,CZE
342283,Hořečky,CZE
342303,Hraniční louka,CZE
342311,Hutě,CZE
